accession	barcode	segment_name	space	segment_subtype	clade	gl_clade
A/swine/Indiana/22TOSU3199/2022	22TOSU3199	HA		H3	2010 human-like	2010.1
A/swine/Indiana/22TOSU3122/2022	22TOSU3122	HA		H3	2010 human-like	2010.1
A/swine/Indiana/22TOSU2824/2022	22TOSU2824	HA		H3	2010 human-like	2010.1
A/swine/Missouri/A02751263/2022	A02751263	HA		H3	2010 human-like	2010.1
A/swine/Ohio/A02751099/2022	A02751099	HA		H3	2010 human-like	2010.1
A/swine/Iowa/A02861531/2023	A02861531	HA		H3	2010 human-like	2010.1
A/swine/Iowa/A02861810/2023	A02861810	HA		H3	2010 human-like	2010.1
A/swine/Pennsylvania/A02751501/2023	A02751501	HA		H3	2010 human-like	2010.1
A/swine/Minnesota/A02861274/2023	A02861274	HA		H3	2010 human-like	2010.1
A/swine/Iowa/A02861624/2023	A02861624	HA		H3	2010 human-like	2010.1
A/swine/Iowa/G64714/2023		HA		H3	2010 human-like	2010.1
A/swine/Iowa/A02861754/2023	A02861754	HA		H3	2010 human-like	2010.1
A/swine/North_Carolina/A02861727/2023	A02861727	HA		H3	2010 human-like	2010.1
A/swine/North_Carolina/A02751477/2023	A02751477	HA		H3	2010 human-like	2010.1
A/swine/North_Carolina/A02751394/2022	A02751394	HA		H3	2010 human-like	2010.1
A/swine/North_Carolina/A02861240/2023	A02861240	HA		H3	2010 human-like	2010.1
A/swine/Iowa/A02861344/2023	A02861344	HA		H3	2010 human-like	2010.1
A/swine/Illinois/A02751201/2022	A02751201	HA		H3	2010 human-like	2010.1
A/swine/Iowa/A02751422/2022	A02751422	HA		H3	2010 human-like	2010.1
A/swine/Illinois/A02861729/2023	A02861729	HA		H3	2010 human-like	2010.1
A/swine/Indiana/A02751164/2022	A02751164	HA		H3	2010 human-like	2010.1
A/swine/Indiana/A02751182/2022	A02751182	HA		H3	2010 human-like	2010.1
A/swine/Minnesota/A02751150/2022	A02751150	HA		H3	2010 human-like	2010.1
A/swine/Indiana/A02751162/2022	A02751162	HA		H3	2010 human-like	2010.1
A/swine/Ohio/A02751431/2022	A02751431	HA		H3	2010 human-like	2010.1
A/swine/Ohio/A02751512/2023	A02751512	HA		H3	2010 human-like	2010.1
A/swine/Ohio/A02861384/2023	A02861384	HA		H3	2010 human-like	2010.1
A/swine/Ohio/A02751145/2022	A02751145	HA		H3	2010 human-like	2010.1
A/swine/Ohio/OH22-28333/2022		HA		H3	2010 human-like	2010.1
A/swine/Ohio/A02751354/2022	A02751354	HA		H3	2010 human-like	2010.1
A/swine/Ohio/A02751357/2022	A02751357	HA		H3	2010 human-like	2010.1
A/swine/Ohio/A02751381/2023	A02751381	HA		H3	2010 human-like	2010.1
A/swine/Ohio/A02751314/2022	A02751314	HA		H3	2010 human-like	2010.1
A/swine/Ohio/A02751356/2022	A02751356	HA		H3	2010 human-like	2010.1
A/swine/West_Virginia/A01104152/2022	A01104152	HA		H3	2010 human-like	2010.1
A/swine/Illinois/A02861360/2023	A02861360	HA		H3	2010 human-like	2010.1
A/swine/Illinois/A02751155/2022	A02751155	HA		H3	2010 human-like	2010.1
A/swine/Illinois/A02861596/2023	A02861596	HA		H3	2010 human-like	2010.1
A/swine/Illinois/A02861291/2023	A02861291	HA		H3	2010 human-like	2010.1
A/swine/Illinois/A02861340/2023	A02861340	HA		H3	2010 human-like	2010.1
A/swine/Iowa/A02861646/2023	A02861646	HA		H3	2010 human-like	2010.1
A/swine/Iowa/A02750693/2022	A02750693	HA		H3	2010 human-like	2010.1
A/swine/Iowa/A02861512/2023	A02861512	HA		H3	2010 human-like	2010.1
A/swine/Iowa/A02751537/2023	A02751537	HA		H3	2010 human-like	2010.1
A/swine/Illinois/A02751440/2022	A02751440	HA		H3	2010 human-like	2010.1
A/swine/Illinois/A02751320/2022	A02751320	HA		H3	2010 human-like	2010.1
A/swine/Illinois/A02751389/2022	A02751389	HA		H3	2010 human-like	2010.1
A/swine/Illinois/A02861256/2023	A02861256	HA		H3	2010 human-like	2010.1
A/swine/Indiana/A02751414/2022	A02751414	HA		H3	2010 human-like	2010.1
A/swine/Iowa/A02861289/2023	A02861289	HA		H3	2010 human-like	2010.1
A/swine/Illinois/A02861392/2023	A02861392	HA		H3	2010 human-like	2010.1
A/swine/Indiana/A02861359/2023	A02861359	HA		H3	2010 human-like	2010.1
A/swine/Iowa/A02861561/2023	A02861561	HA		H3	2010 human-like	2010.1
A/swine/Indiana/22TOSU3178/2022	22TOSU3178	HA		H3	2010 human-like	2010.1
A/swine/Illinois/A02861427/2023	A02861427	HA		H3	2010 human-like	2010.1
A/swine/Indiana/22TOSU0505/2022	22TOSU0505	HA		H3	2010 human-like	2010.1
A/swine/Illinois/22TOSU2085/2022	22TOSU2085	HA		H3	2010 human-like	2010.1
A/swine/Illinois/22TOSU2095/2022	22TOSU2095	HA		H3	2010 human-like	2010.1
A/swine/Ohio/A02751021/2022	A02751021	HA		H3	2010 human-like	2010.1
A/swine/Illinois/A02861443/2023	A02861443	HA		H3	2010 human-like	2010.1
A/swine/Iowa/22TOSU1686/2022	22TOSU1686	HA		H3	2010 human-like	2010.1
A/swine/Iowa/A02861421/2023	A02861421	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751578/2023	A02751578	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751471/2023	A02751471	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751175/2022	A02751175	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02978436/2023	A02978436	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02978482/2023	A02978482	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861784/2023	A02861784	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02978454/2023	A02978454	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02978452/2023	A02978452	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02978453/2023	A02978453	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02978474/2023	A02978474	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02978513/2023	A02978513	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02978473/2023	A02978473	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751590/2023	A02751590	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861368/2023	A02861368	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02861338/2023	A02861338	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861467/2023	A02861467	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861442/2023	A02861442	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861351/2023	A02861351	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861761/2023	A02861761	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861519/2023	A02861519	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751459/2023	A02751459	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861246/2023	A02861246	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861763/2023	A02861763	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02750623/2022	A02750623	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750962/2022	A02750962	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750936/2022	A02750936	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750769/2022	A02750769	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750964/2022	A02750964	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751169/2022	A02751169	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02751196/2022	A02751196	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751536/2023	A02751536	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750982/2022	A02750982	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/G92995/2022		NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750931/2022	A02750931	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750780/2022	A02750780	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750783/2022	A02750783	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751237/2022	A02751237	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861313/2023	A02861313	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861520/2023	A02861520	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861563/2023	A02861563	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861438/2023	A02861438	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861552/2023	A02861552	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861794/2023	A02861794	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861267/2023	A02861267	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861528/2023	A02861528	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861796/2023	A02861796	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861358/2023	A02861358	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861423/2023	A02861423	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861475/2023	A02861475	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02978526/2023	A02978526	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861236/2023	A02861236	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861441/2023	A02861441	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861782/2023	A02861782	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861548/2023	A02861548	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750945/2022	A02750945	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750959/2022	A02750959	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750972/2022	A02750972	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02712633/2022	A02712633	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02978540/2023	A02978540	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751005/2022	A02751005	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751598/2023	A02751598	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751521/2023	A02751521	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751271/2022	A02751271	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751103/2022	A02751103	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751158/2022	A02751158	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751272/2022	A02751272	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751430/2022	A02751430	NA		N1	classicalSwine	N1.C.3.2
A/swine/Missouri/A02861721/2023	A02861721	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750895/2022	A02750895	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750846/2022	A02750846	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750885/2022	A02750885	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751109/2022	A02751109	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750823/2022	A02750823	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02712624/2022	A02712624	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02711595/2022	A02711595	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02711596/2022	A02711596	NA		N1	classicalSwine	N1.C.3.2
A/swine/Wyoming/A02711819/2022	A02711819	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750870/2022	A02750870	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750963/2022	A02750963	NA		N1	classicalSwine	N1.C.3.2
A/swine/SouthDakota/G85022NW/2022		NA		N1	classicalSwine	N1.C.3.2
A/swine/SouthDakota/G85022OF/2022		NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861249/2023	A02861249	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750991/2022	A02750991	NA		N1	classicalSwine	N1.C.3.2
A/swine/Indiana/A02751278/2022	A02751278	NA		N1	classicalSwine	N1.C.3.2
A/swine/Wyoming/A02751541/2023	A02751541	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02861314/2023	A02861314	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02978420/2023	A02978420	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750647/2022	A02750647	NA		N1	classicalSwine	N1.C.3.2
A/swine/South_Dakota/A02711817/2022	A02711817	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02711848/2022	A02711848	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02712639/2022	A02712639	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750998/2022	A02750998	NA		N1	classicalSwine	N1.C.3.2
A/swine/Missouri/A02861341/2023	A02861341	NA		N1	classicalSwine	N1.C.3.2
A/swine/Oklahoma/A02751474/2023	A02751474	NA		N1	classicalSwine	N1.C.3.2
A/swine/Missouri/A02861293/2023	A02861293	NA		N1	classicalSwine	N1.C.3.2
A/swine/Missouri/A02861339/2023	A02861339	NA		N1	classicalSwine	N1.C.3.2
A/swine/Oklahoma/A02861743/2023	A02861743	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861390/2023	A02861390	NA		N1	classicalSwine	N1.C.3.2
A/swine/Oklahoma/A02978423/2023	A02978423	NA		N1	classicalSwine	N1.C.3.2
A/swine/Kansas/A02978447/2023	A02978447	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02978528/2023	A02978528	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02861571/2023	A02861571	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861248/2022	A02861248	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861667/2023	A02861667	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861228/2023	A02861228	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861551/2023	A02861551	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750999/2022	A02750999	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861547/2023	A02861547	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861644/2023	A02861644	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751063/2022	A02751063	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751442/2022	A02751442	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751008/2022	A02751008	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750939/2022	A02750939	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636632/2022	A02636632	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750634/2022	A02750634	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750625/2022	A02750625	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636377/2022	A02636377	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636506/2022	A02636506	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636376/2022	A02636376	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636573/2022	A02636573	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636595/2022	A02636595	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02712640/2022	A02712640	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750699/2022	A02750699	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750992/2022	A02750992	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751419/2022	A02751419	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751117/2022	A02751117	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751042/2022	A02751042	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751057/2022	A02751057	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751178/2022	A02751178	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751186/2022	A02751186	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751246/2022	A02751246	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751284/2022	A02751284	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751387/2022	A02751387	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751171/2022	A02751171	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751567/2023	A02751567	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861250/2023	A02861250	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751062/2022	A02751062	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751156/2022	A02751156	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861460/2023	A02861460	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751515/2023	A02751515	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751542/2023	A02751542	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861317/2023	A02861317	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751589/2023	A02751589	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02978483/2023	A02978483	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02978535/2023	A02978535	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861759/2023	A02861759	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861580/2023	A02861580	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861241/2023	A02861241	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751423/2022	A02751423	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751349/2022	A02751349	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750698/2022	A02750698	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636682/2022	A02636682	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750682/2022	A02750682	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750650/2022	A02750650	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750827/2022	A02750827	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636629/2022	A02636629	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750930/2022	A02750930	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751192/2022	A02751192	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751468/2023	A02751468	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02711813/2022	A02711813	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02711806/2022	A02711806	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861234/2023	A02861234	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751244/2022	A02751244	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636679/2022	A02636679	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636613/2022	A02636613	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636361/2022	A02636361	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861393/2022	A02861393	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750838/2022	A02750838	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751032/2022	A02751032	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751157/2022	A02751157	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751219/2022	A02751219	NA		N1	classicalSwine	N1.C.3.2
A/swine/Indiana/A02636638/2022	A02636638	NA		N1	classicalSwine	N1.C.3.2
A/swine/Indiana/A02636695/2022	A02636695	NA		N1	classicalSwine	N1.C.3.2
A/swine/Indiana/A02636526/2022	A02636526	NA		N1	classicalSwine	N1.C.3.2
A/swine/Illinois/A02636429/2022	A02636429	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636472/2022	A02636472	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750971/2022	A02750971	NA		N1	classicalSwine	N1.C.3.2
A/swine/Illinois/F95626/2022		NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750688/2022	A02750688	NA		N1	classicalSwine	N1.C.3.2
A/swine/Illinois/E64236/2022		NA		N1	classicalSwine	N1.C.3.2
A/swine/Illinois/F119112/2022		NA		N1	classicalSwine	N1.C.3.2
A/swine/Illinois/E80174/2022		NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750696/2022	A02750696	NA		N1	classicalSwine	N1.C.3.2
A/swine/Indiana/A02750739/2022	A02750739	NA		N1	classicalSwine	N1.C.3.2
A/swine/Missouri/A02636628/2022	A02636628	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/22TOSU1429/2022	22TOSU1429	NA		N1	classicalSwine	N1.C.3.2
A/swine/Missouri/A02751439/2022	A02751439	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861231/2023	A02861231	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751407/2022	A02751407	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/C24296/2023		NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/C61729/2022		NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750892/2022	A02750892	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636449/2022	A02636449	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861252/2023	A02861252	NA		N1	classicalSwine	N1.C.3.2
A/swine/Ohio/A02636451/2022	A02636451	NA		N1	classicalSwine	N1.C.3.2
A/swine/Ohio/A02636491/2022	A02636491	NA		N1	classicalSwine	N1.C.3.2
A/swine/Oklahoma/A02712646/2023	A02712646	NA		N1	classicalSwine	N1.C.3.2
A/swine/Oklahoma/A02711857/2022	A02711857	NA		N1	classicalSwine	N1.C.3.2
A/swine/Texas/A02711852/2022	A02711852	NA		N1	classicalSwine	N1.C.3.2
A/swine/Texas/A02978422/2023	A02978422	NA		N1	classicalSwine	N1.C.3.2
A/swine/Texas/A02861781/2023	A02861781	NA		N1	classicalSwine	N1.C.3.2
A/swine/Indiana/A02636445/2022	A02636445	NA		N1	classicalSwine	N1.C.3.2
A/swine/Indiana/A02751242/2022	A02751242	NA		N1	classicalSwine	N1.C.3.2
A/swine/Indiana/A02751319/2022	A02751319	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750781/2022	A02750781	NA		N1	classicalSwine	N1.C.3.2
A/swine/Ohio/A02750606/2022	A02750606	NA		N1	classicalSwine	N1.C.3.2
A/swine/Texas/A02711830/2022	A02711830	NA		N1	classicalSwine	N1.C.3.2
A/swine/Missouri/A02636420/2022	A02636420	NA		N1	classicalSwine	N1.C.3.2
A/swine/Missouri/A02636440/2022	A02636440	NA		N1	classicalSwine	N1.C.3.2
A/swine/Indiana/A02636651/2022	A02636651	NA		N1	classicalSwine	N1.C.3.2
A/swine/South_Dakota/A02636437/2022	A02636437	NA		N1	classicalSwine	N1.C.3.2
A/swine/Missouri/A02750787/2022	A02750787	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750905/2022	A02750905	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751088/2022	A02751088	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750767/2022	A02750767	NA		N1	classicalSwine	N1.C.3.2
A/swine/Missouri/A02750733/2022	A02750733	NA		N1	classicalSwine	N1.C.3.2
A/swine/Illinois/A02750978/2022	A02750978	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02751118/2022	A02751118	NA		N1	classicalSwine	N1.C.3.2
A/swine/Missouri/A02750743/2022	A02750743	NA		N1	classicalSwine	N1.C.3.2
A/swine/Missouri/A02751210/2022	A02751210	NA		N1	classicalSwine	N1.C.3.2
A/swine/Missouri/A02751249/2022	A02751249	NA		N1	classicalSwine	N1.C.3.2
A/swine/Kansas/A02861273/2023	A02861273	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750826/2022	A02750826	NA		N1	classicalSwine	N1.C.3.2
A/swine/Indiana/A02861346/2023	A02861346	NA		N1	classicalSwine	N1.C.3.2
A/swine/Ohio/A02861294/2023	A02861294	NA		N1	classicalSwine	N1.C.3.2
A/swine/Ohio/A02861342/2023	A02861342	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02711801/2022	A02711801	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02636450/2022	A02636450	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636385/2022	A02636385	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636434/2022	A02636434	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750685/2022	A02750685	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751236/2022	A02751236	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750943/2022	A02750943	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751011/2022	A02751011	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750657/2022	A02750657	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02711873/2022	A02711873	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02978533/2023	A02978533	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02978542/2023	A02978542	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751230/2022	A02751230	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751252/2022	A02751252	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861778/2023	A02861778	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02711816/2022	A02711816	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636684/2022	A02636684	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636600/2022	A02636600	NA		N1	classicalSwine	N1.C.3.2
A/swine/South_Dakota/A02750735/2022	A02750735	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02711870/2022	A02711870	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02751526/2023	A02751526	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02861793/2023	A02861793	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02978459/2023	A02978459	NA		N1	classicalSwine	N1.C.3.2
A/swine/North_Carolina/A02861380/2023	A02861380	NA		N1	classicalSwine	N1.C.3.2
A/swine/North_Carolina/A02978438/2023	A02978438	NA		N1	classicalSwine	N1.C.3.2
A/swine/North_Carolina/A02978462/2023	A02978462	NA		N1	classicalSwine	N1.C.3.2
