accession	barcode	segment_name	space	segment_subtype	clade	gl_clade
A/swine/North_Carolina/A02636673/2022	A02636673	HA		H3	C IVA	1990.4.a
A/swine/North_Carolina/A02750710/2022	A02750710	HA		H3	C IVA	1990.4.a
A/swine/North_Carolina/A02525198/2021	A02525198	HA		H3	C IVA	1990.4.a
A/swine/North_Carolina/A02636172/2021	A02636172	HA		H3	C IVA	1990.4.a
A/swine/North_Carolina/A02525094/2021	A02525094	HA		H3	C IVA	1990.4.a
A/swine/North_Carolina/A02525210/2021	A02525210	HA		H3	C IVA	1990.4.a
A/swine/North_Carolina/A02525218/2021	A02525218	HA		H3	C IVA	1990.4.a
A/swine/Iowa/A02525263/2021	A02525263	HA		H3	C IVA	1990.4.a
A/swine/Iowa/A02525206/2021	A02525206	HA		H3	C IVA	1990.4.a
A/swine/North_Carolina/A02712155/2022	A02712155	HA		H3	C IVA	1990.4.a
A/swine/North_Carolina/A02636057/2021	A02636057	HA		H3	C IVA	1990.4.a
A/swine/Iowa/A02635903/2021	A02635903	HA		H3	C IVA	1990.4.a
A/swine/North_Carolina/A02525172/2021	A02525172	HA		H3	C IVA	1990.4.a
A/swine/North_Carolina/A02711714/2022	A02711714	HA		H3	C IVA	1990.4.a
A/swine/North_Carolina/A02245888/2021	A02245888	HA		H3	C IVA	1990.4.a
A/swine/Pennsylvania/A02525116/2021	A02525116	HA		H3	C IVA	1990.4.a
A/swine/Pennsylvania/A02525204/2021	A02525204	HA		H3	C IVA	1990.4.a
A/swine/Pennsylvania/A02636531/2022	A02636531	HA		H3	C IVA	1990.4.a
A/swine/Indiana/A02636520/2022	A02636520	HA		H3	C IVA	1990.4.a
A/swine/Indiana/A02636329/2022	A02636329	HA		H3	C IVA	1990.4.a
A/swine/Ohio/A02636535/2022	A02636535	HA		H3	C IVA	1990.4.a
A/swine/Pennsylvania/A02525244/2021	A02525244	HA		H3	C IVA	1990.4.a
A/swine/Pennsylvania/A02635736/2021	A02635736	HA		H3	C IVA	1990.4.a
A/swine/Pennsylvania/A02636081/2021	A02636081	HA		H3	C IVA	1990.4.a
A/swine/Pennsylvania/A02635837/2021	A02635837	HA		H3	C IVA	1990.4.a
A/swine/Pennsylvania/A02635799/2021	A02635799	HA		H3	C IVA	1990.4.a
A/swine/Pennsylvania/A02635832/2021	A02635832	HA		H3	C IVA	1990.4.a
A/swine/Pennsylvania/A02636383/2022	A02636383	HA		H3	C IVA	1990.4.a
A/swine/Pennsylvania/A02636380/2022	A02636380	HA		H3	C IVA	1990.4.a
A/swine/Pennsylvania/A02750862/2022	A02750862	HA		H3	C IVA	1990.4.a
A/swine/Pennsylvania/A02636053/2021	A02636053	HA		H3	C IVA	1990.4.a
A/swine/Pennsylvania/A02636614/2022	A02636614	HA		H3	C IVA	1990.4.a
A/swine/Pennsylvania/A02636577/2022	A02636577	HA		H3	C IVA	1990.4.a
A/swine/North_Carolina/A02636574/2022	A02636574	HA		H3	C IVA	1990.4.a
A/swine/Pennsylvania/A02635982/2021	A02635982	HA		H3	C IVA	1990.4.a
A/swine/Pennsylvania/A02750641/2022	A02750641	HA		H3	C IVA	1990.4.a
A/swine/Pennsylvania/A02750718/2022	A02750718	HA		H3	C IVA	1990.4.a
A/swine/Iowa/A02636181/2021	A02636181	HA		H3	C IVA	1990.4.a
A/swine/Iowa/A02635834/2021	A02635834	HA		H3	C IVA	1990.4.a
A/swine/Iowa/A02635839/2021	A02635839	HA		H3	C IVA	1990.4.a
A/swine/Minnesota/A02636470/2022	A02636470	HA		H3	C IVA	1990.4.a
A/swine/Iowa/A02750861/2022	A02750861	HA		H3	C IVA	1990.4.a
A/swine/Iowa/A02750916/2022	A02750916	HA		H3	C IVA	1990.4.a
A/swine/Iowa/A02750826/2022	A02750826	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750892/2022	A02750892	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/C61729/2022		NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750688/2022	A02750688	NA		N1	classicalSwine	N1.C.3.2
A/swine/Illinois/E64236/2022		NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750696/2022	A02750696	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750781/2022	A02750781	NA		N1	classicalSwine	N1.C.3.2
A/swine/Ohio/A02750606/2022	A02750606	NA		N1	classicalSwine	N1.C.3.2
A/swine/Texas/A02711830/2022	A02711830	NA		N1	classicalSwine	N1.C.3.2
A/swine/Indiana/A02636445/2022	A02636445	NA		N1	classicalSwine	N1.C.3.2
A/swine/Ohio/A02636451/2022	A02636451	NA		N1	classicalSwine	N1.C.3.2
A/swine/Ohio/A02636491/2022	A02636491	NA		N1	classicalSwine	N1.C.3.2
A/swine/Oklahoma/A02711857/2022	A02711857	NA		N1	classicalSwine	N1.C.3.2
A/swine/Texas/A02711852/2022	A02711852	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636301/2021	A02636301	NA		N1	classicalSwine	N1.C.3.2
A/swine/Missouri/A02636420/2022	A02636420	NA		N1	classicalSwine	N1.C.3.2
A/swine/Missouri/A02636440/2022	A02636440	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636472/2022	A02636472	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02635715/2021	A02635715	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02246905/2021	A02246905	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636361/2022	A02636361	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636679/2022	A02636679	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636629/2022	A02636629	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02711813/2022	A02711813	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02711806/2022	A02711806	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636682/2022	A02636682	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750682/2022	A02750682	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750650/2022	A02750650	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750827/2022	A02750827	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636613/2022	A02636613	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750698/2022	A02750698	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02750699/2022	A02750699	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636595/2022	A02636595	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02635942/2021	A02635942	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02525349/2021	A02525349	NA		N1	classicalSwine	N1.C.3.2
A/swine/Iowa/A02636303/2021	A02636303	NA		N1	classicalSwine	N1.C.3.2
A/swine/Illinois/A02525245/2021	A02525245	NA		N1	classicalSwine	N1.C.3.2
A/swine/Illinois/A02525229/2021	A02525229	NA		N1	classicalSwine	N1.C.3.2
A/swine/Illinois/A02635729/2021	A02635729	NA		N1	classicalSwine	N1.C.3.2
A/swine/Minnesota/A02710695/2021	A02710695	NA		N1	classicalSwine	N1.C.3
A/swine/Minnesota/A02248049/2021	A02248049	NA		N1	classicalSwine	N1.C.3
A/swine/Minnesota/A01678644/2021	A01678644	NA		N1	classicalSwine	N1.C.3
A/swine/Iowa/A02635787/2021	A02635787	NA		N1	classicalSwine	N1.C.3
A/swine/Iowa/A02635925/2021	A02635925	NA		N1	classicalSwine	N1.C.3
A/swine/Iowa/A02636308/2021	A02636308	NA		N1	classicalSwine	N1.C.3
A/swine/Minnesota/A02248052/2021	A02248052	NA		N1	classicalSwine	N1.C.3
A/swine/Minnesota/A02248060/2021	A02248060	NA		N1	classicalSwine	N1.C.3
A/swine/North_Carolina/A02635958/2021	A02635958	NA		N1	classicalSwine	N1.C.2.1
A/swine/North_Carolina/A02636109/2021	A02636109	NA		N1	classicalSwine	N1.C.2.1
A/swine/North_Carolina/A02525074/2021	A02525074	NA		N1	classicalSwine	N1.C.2.1
A/swine/Indiana/A02636365/2022	A02636365	NA		N1	classicalSwine	N1.C.2.1
A/swine/North_Carolina/A02636265/2021	A02636265	NA		N1	classicalSwine	N1.C.2.1
A/swine/Iowa/A02750784/2022	A02750784	NA		N1	classicalSwine	N1.C.2.1
A/swine/Iowa/A02750799/2022	A02750799	NA		N1	classicalSwine	N1.C.2.1
A/swine/Iowa/A02750752/2022	A02750752	NA		N1	classicalSwine	N1.C.2.1
A/swine/Iowa/A02750877/2022	A02750877	NA		N1	classicalSwine	N1.C.2.1
A/swine/North_Carolina/A02636642/2022	A02636642	NA		N1	classicalSwine	N1.C.2.1
A/swine/North_Carolina/A02711829/2022	A02711829	NA		N1	classicalSwine	N1.C.2.1
A/swine/North_Carolina/A02636528/2022	A02636528	NA		N1	classicalSwine	N1.C.2.1
A/swine/North_Carolina/A02711698/2022	A02711698	NA		N1	classicalSwine	N1.C.2.1
A/swine/Indiana/A02750745/2022	A02750745	NA		N1	classicalSwine	N1.C.2.1
A/swine/Iowa/A02636482/2022	A02636482	NA		N1	classicalSwine	N1.C.2.1
A/swine/Iowa/A02636532/2021	A02636532	NA		N1	classicalSwine	N1.C.2.1
A/swine/Iowa/A02525240/2021	A02525240	NA		N1	classicalSwine	N1.C.2.1
A/swine/North_Carolina/A02248187/2021	A02248187	NA		N1	classicalSwine	N1.C.2.1
A/swine/North_Carolina/A02636306/2021	A02636306	NA		N1	classicalSwine	N1.C.2.1
A/swine/North_Carolina/A02710698/2022	A02710698	NA		N1	classicalSwine	N1.C.2.1
A/swine/Virginia/A02245895/2021	A02245895	NA		N1	classicalSwine	N1.C.2.1
A/swine/North_Carolina/A02525047/2021	A02525047	NA		N1	classicalSwine	N1.C.2.1
A/swine/Iowa/A02635871/2021	A02635871	NA		N1	classicalSwine	N1.C.2.1
A/swine/Indiana/A02635709/2021	A02635709	NA		N1	classicalSwine	N1.C.2.1
A/swine/Indiana/A02635926/2021	A02635926	NA		N1	classicalSwine	N1.C.2.1
A/swine/Indiana/A02636536/2021	A02636536	NA		N1	classicalSwine	N1.C.2.1
A/swine/Indiana/A02636345/2021	A02636345	NA		N1	classicalSwine	N1.C.2.1
A/swine/Minnesota/A02750814/2022	A02750814	NA		N1	classicalSwine	N1.C.2.1
A/swine/Iowa/A02750864/2022	A02750864	NA		N1	classicalSwine	N1.C.2.1
A/swine/Iowa/A02750792/2022	A02750792	NA		N1	classicalSwine	N1.C.2.1
A/swine/Iowa/A02750820/2022	A02750820	NA		N1	classicalSwine	N1.C.2.1
A/swine/Indiana/A02750819/2022	A02750819	NA		N1	classicalSwine	N1.C.2.1
A/swine/Iowa/A02750629/2022	A02750629	NA		N1	classicalSwine	N1.C.2.1
A/swine/Illinois/A02636444/2022	A02636444	NA		N1	classicalSwine	N1.C.2.1
A/swine/Indiana/A01812318/2021	A01812318	NA		N1	classicalSwine	N1.C.2.1
A/swine/North_Carolina/A02525332/2021	A02525332	NA		N1	classicalSwine	N1.C.2.1
A/swine/North_Carolina/A02525149/2021	A02525149	NA		N1	classicalSwine	N1.C.2.1
A/swine/North_Carolina/A02525087/2021	A02525087	NA		N1	classicalSwine	N1.C.2.1
A/swine/North_Carolina/A02525107/2021	A02525107	NA		N1	classicalSwine	N1.C.2.1
A/swine/North_Carolina/A02635957/2021	A02635957	NA		N1	classicalSwine	N1.C.2.1
A/swine/North_Carolina/A02525246/2021	A02525246	NA		N1	classicalSwine	N1.C.2.1
A/swine/Indiana/A02750652/2022	A02750652	NA		N1	classicalSwine	N1.C.2.1
A/swine/Indiana/A02750668/2022	A02750668	NA		N1	classicalSwine	N1.C.2.1
A/swine/Illinois/A02750731/2022	A02750731	NA		N1	classicalSwine	N1.C.2.1
A/swine/North_Carolina/A02636518/2022	A02636518	NA		N1	classicalSwine	N1.C.2.1
A/swine/North_Carolina/A02750622/2022	A02750622	NA		N1	classicalSwine	N1.C.2.1
A/swine/North_Carolina/A02524407/2021	A02524407	NA		N1	classicalSwine	N1.C.2.1
A/swine/North_Carolina/A02636517/2022	A02636517	NA		N1	classicalSwine	N1.C.2.1
A/swine/North_Carolina/A02636350/2022	A02636350	NA		N1	classicalSwine	N1.C.2.1
A/swine/Iowa/A02246996/2021	A02246996	NA		N1	classicalSwine	N1.C.2.1
A/swine/Indiana/A02525081/2021	A02525081	NA		N1	pdm	N1.P
A/swine/Minnesota/A02636116/2021	A02636116	NA		N1	pdm	N1.P
A/swine/Indiana/A02636135/2021	A02636135	NA		N1	pdm	N1.P
A/swine/Iowa/A02525045/2021	A02525045	NA		N1	pdm	N1.P
A/swine/Ohio/A02525373/2021	A02525373	NA		N1	pdm	N1.P
A/swine/Oklahoma/A02525154/2021	A02525154	NA		N1	pdm	N1.P
A/swine/North_Carolina/A02245873/2021	A02245873	NA		N1	pdm	N1.P
A/swine/Iowa/A02635717/2021	A02635717	NA		N1	pdm	N1.P
A/swine/Missouri/A02525160/2021	A02525160	NA		N1	pdm	N1.P
A/swine/North_Carolina/A02525053/2021	A02525053	NA		N1	pdm	N1.P
A/swine/North_Carolina/A02525051/2021	A02525051	NA		N1	pdm	N1.P
A/swine/North_Carolina/A02525052/2021	A02525052	NA		N1	pdm	N1.P
A/swine/Nebraska/A02245865/2021	A02245865	NA		N1	pdm	N1.P
A/swine/Iowa/A02636622/2022	A02636622	NA		N1	pdm	N1.P
A/swine/Iowa/A02750765/2022	A02750765	NA		N1	pdm	N1.P
A/swine/Iowa/A02750860/2022	A02750860	NA		N1	pdm	N1.P
A/swine/Iowa/A02750770/2022	A02750770	NA		N1	pdm	N1.P
A/swine/Iowa/A02750893/2022	A02750893	NA		N1	pdm	N1.P
A/swine/Missouri/A02750646/2022	A02750646	NA		N1	pdm	N1.P
A/swine/Illinois/A02525197/2021	A02525197	NA		N1	pdm	N1.P
A/swine/Ohio/A02635999/2021	A02635999	NA		N1	pdm	N1.P
A/swine/Indiana/A02635811/2021	A02635811	NA		N1	pdm	N1.P
A/swine/Indiana/A02635701/2021	A02635701	NA		N1	pdm	N1.P
A/swine/Indiana/A02636133/2021	A02636133	NA		N1	pdm	N1.P
A/swine/Iowa/A02636302/2021	A02636302	NA		N1	pdm	N1.P
A/swine/Ohio/A02525268/2021	A02525268	NA		N1	pdm	N1.P
A/swine/Ohio/A02525203/2021	A02525203	NA		N1	pdm	N1.P
A/swine/Tennessee/A02524414/2022	A02524414	NA		N1	pdm	N1.P
A/swine/Ohio/A02525328/2021	A02525328	NA		N1	pdm	N1.P
A/swine/Kansas/A02711847/2022	A02711847	NA		N1	pdm	N1.P
A/swine/Iowa/A02636461/2022	A02636461	NA		N1	pdm	N1.P
A/swine/Iowa/A02750904/2022	A02750904	NA		N1	pdm	N1.P
A/swine/Texas/A02750754/2022	A02750754	NA		N1	pdm	N1.P
A/swine/Missouri/A02636683/2022	A02636683	NA		N1	pdm	N1.P
A/swine/Oklahoma/A02750854/2022	A02750854	NA		N1	pdm	N1.P
A/swine/Oklahoma/A02246454/2021	A02246454	NA		N1	pdm	N1.P
A/swine/Oklahoma/A02246449/2021	A02246449	NA		N1	pdm	N1.P
A/swine/Oklahoma/A02248035/2021	A02248035	NA		N1	pdm	N1.P
A/swine/Kansas/A02248038/2021	A02248038	NA		N1	pdm	N1.P
A/swine/Texas/A02246976/2021	A02246976	NA		N1	pdm	N1.P
A/swine/Kansas/A02711702/2022	A02711702	NA		N1	pdm	N1.P
A/swine/Oklahoma/A02711863/2022	A02711863	NA		N1	pdm	N1.P
A/swine/Kansas/A02248204/2021	A02248204	NA		N1	pdm	N1.P
A/swine/Iowa/A02635973/2021	A02635973	NA		N1	pdm	N1.P
A/swine/Iowa/A02525175/2021	A02525175	NA		N1	pdm	N1.P
A/swine/Iowa/A02636169/2021	A02636169	NA		N1	pdm	N1.P
A/swine/Kansas/A02636128/2021	A02636128	NA		N1	pdm	N1.P
A/swine/Iowa/A02525089/2021	A02525089	NA		N1	pdm	N1.P
A/swine/Minnesota/A02711866/2022	A02711866	NA		N1	pdm	N1.P
A/swine/Oklahoma/A02711822/2022	A02711822	NA		N1	pdm	N1.P
A/swine/Iowa/A02636319/2021	A02636319	NA		N1	pdm	N1.P
A/swine/Minnesota/A02710708/2022	A02710708	NA		N1	pdm	N1.P
A/swine/Iowa/A02636441/2022	A02636441	NA		N1	pdm	N1.P
A/swine/Iowa/A02525398/2021	A02525398	NA		N1	pdm	N1.P
A/swine/Iowa/A02636352/2021	A02636352	NA		N1	pdm	N1.P
A/swine/Iowa/A02636076/2021	A02636076	NA		N1	pdm	N1.P
A/swine/Iowa/A02635912/2021	A02635912	NA		N1	pdm	N1.P
A/swine/Minnesota/A02636086/2021	A02636086	NA		N1	pdm	N1.P
A/swine/Minnesota/A02710702/2022	A02710702	NA		N1	pdm	N1.P
A/swine/Kentucky/21TOSU4754/2021	21TOSU4754	NA		N1	pdm	N1.P
A/swine/Nebraska/A02711851/2022	A02711851	NA		N1	pdm	N1.P
A/swine/Nebraska/A02750732/2022	A02750732	NA		N1	pdm	N1.P
A/swine/Nebraska/A02750786/2022	A02750786	NA		N1	pdm	N1.P
A/swine/Illinois/A02750856/2022	A02750856	NA		N1	pdm	N1.P
A/swine/Nebraska/A02636353/2022	A02636353	NA		N1	pdm	N1.P
A/swine/Iowa/A02636166/2021	A02636166	NA		N1	pdm	N1.P
A/swine/Iowa/A02636176/2021	A02636176	NA		N1	pdm	N1.P
A/swine/Iowa/A02636130/2021	A02636130	NA		N1	pdm	N1.P
A/swine/Iowa/A02636295/2021	A02636295	NA		N1	pdm	N1.P
A/swine/Minnesota/A02248045/2021	A02248045	NA		N1	pdm	N1.P
A/swine/Minnesota/A02636681/2022	A02636681	NA		N1	pdm	N1.P
A/swine/Iowa/A02524413/2022	A02524413	NA		N1	pdm	N1.P
A/swine/Iowa/A02750902/2022	A02750902	NA		N1	pdm	N1.P
A/swine/Kentucky/21TOSU5059/2021	21TOSU5059	NA		N1	pdm	N1.P
A/swine/Iowa/A02636087/2021	A02636087	NA		N1	pdm	N1.P
A/swine/Minnesota/A02711865/2022	A02711865	NA		N1	pdm	N1.P
A/swine/Minnesota/A02712152/2022	A02712152	NA		N1	pdm	N1.P
A/swine/Minnesota/A02525220/2021	A02525220	NA		N1	pdm	N1.P
A/swine/Iowa/A02525340/2021	A02525340	NA		N1	pdm	N1.P
A/swine/Iowa/A02636678/2021	A02636678	NA		N1	pdm	N1.P
A/swine/Missouri/A02525201/2021	A02525201	NA		N1	pdm	N1.P
A/swine/Iowa/A02525083/2021	A02525083	NA		N1	pdm	N1.P
A/swine/Iowa/A02636541/2022	A02636541	NA		N1	pdm	N1.P
A/swine/Missouri/A02525159/2021	A02525159	NA		N1	pdm	N1.P
A/swine/Missouri/A02635806/2021	A02635806	NA		N1	pdm	N1.P
A/swine/Nebraska/A02635786/2021	A02635786	NA		N1	pdm	N1.P
A/swine/Nebraska/A02635831/2021	A02635831	NA		N1	pdm	N1.P
A/swine/Minnesota/A02635976/2021	A02635976	NA		N1	pdm	N1.P
A/swine/Iowa/A02636168/2021	A02636168	NA		N1	pdm	N1.P
A/swine/Pennsylvania/A02525088/2021	A02525088	NA		N1	pdm	N1.P
A/swine/Indiana/A02525304/2021	A02525304	NA		N1	pdm	N1.P
A/swine/Ohio/A02635847/2021	A02635847	NA		N1	pdm	N1.P
A/swine/Indiana/A02635883/2021	A02635883	NA		N1	pdm	N1.P
A/swine/Indiana/A02635884/2021	A02635884	NA		N1	pdm	N1.P
A/swine/Utah/A02636067/2021	A02636067	NA		N1	pdm	N1.P
A/swine/Utah/A02636367/2022	A02636367	NA		N1	pdm	N1.P
A/swine/Utah/A02635713/2021	A02635713	NA		N1	pdm	N1.P
A/swine/Missouri/A02636311/2021	A02636311	NA		N1	pdm	N1.P
A/swine/Colorado/A02635828/2021	A02635828	NA		N1	pdm	N1.P
A/swine/Iowa/A02635914/2021	A02635914	NA		N1	pdm	N1.P
A/swine/Iowa/A02635829/2021	A02635829	NA		N1	pdm	N1.P
A/swine/South_Dakota/A02635854/2021	A02635854	NA		N1	pdm	N1.P
A/swine/Iowa/A02635877/2021	A02635877	NA		N1	pdm	N1.P
A/swine/Iowa/A02636162/2021	A02636162	NA		N1	pdm	N1.P
A/swine/Oklahoma/A02248197/2021	A02248197	NA		N1	LAIV-Classical	N1.C.1.1
A/swine/Colorado/A02636469/2022	A02636469	NA		N1	LAIV-Classical	N1.C.1.1
A/swine/Oklahoma/A02246915/2022	A02246915	NA		N1	LAIV-Classical	N1.C.1.1
A/swine/Iowa/A02636616/2022	A02636616	NA		N1	LAIV-Classical	N1.C.1.1
A/swine/Iowa/A02750850/2022	A02750850	NA		N1	LAIV-Classical	N1.C.1.1
A/swine/Illinois/A02750711/2022	A02750711	NA		N1	LAIV-Classical	N1.C.1.1
A/swine/Iowa/A02636572/2022	A02636572	NA		N1	LAIV-Classical	N1.C.1.1
A/swine/North_Carolina/A02245875/2021	A02245875	NA		N1	LAIV-Classical	N1.C.1.1
A/swine/Kansas/A02248208/2021	A02248208	NA		N1	LAIV-Classical	N1.C.1.1
A/swine/Kansas/A02248199/2021	A02248199	NA		N1	LAIV-Classical	N1.C.1.1
A/swine/Kansas/A02248036/2021	A02248036	NA		N1	LAIV-Classical	N1.C.1.1
A/swine/Kansas/A02636184/2021	A02636184	NA		N1	LAIV-Classical	N1.C.1.1
A/swine/Pennsylvania/A02636588/2022	A02636588	NA		N1	LAIV-Classical	N1.C.1.1
A/swine/Kansas/A02636388/2022	A02636388	NA		N1	LAIV-Classical	N1.C.1.1
A/swine/Oklahoma/A02246973/2021	A02246973	NA		N1	LAIV-Classical	N1.C.1.1
A/swine/Oklahoma/A02636662/2022	A02636662	NA		N1	LAIV-Classical	N1.C.1.1
A/swine/Oklahoma/A02246451/2021	A02246451	NA		N1	LAIV-Classical	N1.C.1.1
A/swine/Minnesota/A02711868/2022	A02711868	NA		N1	classicalSwine	N1.C.3.1
A/swine/Michigan/A02525352/2021	A02525352	NA		N1	classicalSwine	N1.C.3.1
A/swine/Indiana/A02525287/2021	A02525287	NA		N1	classicalSwine	N1.C.3.1
A/swine/Iowa/A02636323/2021	A02636323	NA		N1	classicalSwine	N1.C.3.1
A/swine/Indiana/A01812316/2021	A01812316	NA		N1	classicalSwine	N1.C.3.1
A/swine/Indiana/A02635887/2021	A02635887	NA		N1	classicalSwine	N1.C.3.1
A/swine/Iowa/A02636126/2021	A02636126	NA		N1	classicalSwine	N1.C.3.1
A/swine/Iowa/A02636186/2021	A02636186	NA		N1	classicalSwine	N1.C.3.1
A/swine/Ohio/A02750744/2022	A02750744	NA		N1	classicalSwine	N1.C.3.1
A/swine/Iowa/A02525355/2021	A02525355	NA		N1	classicalSwine	N1.C.3.1
A/swine/Iowa/A02525105/2021	A02525105	NA		N1	classicalSwine	N1.C.3.1
A/swine/Ohio/A02635730/2021	A02635730	NA		N1	classicalSwine	N1.C.3.1
A/swine/Illinois/A02525179/2021	A02525179	NA		N1	classicalSwine	N1.C.3.1
A/swine/Illinois/A02525303/2021	A02525303	NA		N1	classicalSwine	N1.C.3.1
A/swine/Illinois/A02635936/2021	A02635936	NA		N1	classicalSwine	N1.C.3.1
A/swine/Illinois/A02636392/2022	A02636392	NA		N1	classicalSwine	N1.C.3.1
A/swine/Illinois/A02525048/2021	A02525048	NA		N1	classicalSwine	N1.C.3.1
A/swine/Illinois/A02525252/2021	A02525252	NA		N1	classicalSwine	N1.C.3.1
A/swine/Illinois/A02525267/2021	A02525267	NA		N1	classicalSwine	N1.C.3.1
A/swine/Iowa/A02525109/2021	A02525109	NA		N1	classicalSwine	N1.C.3.1
A/swine/Illinois/A02525143/2021	A02525143	NA		N1	classicalSwine	N1.C.3.1
A/swine/Georgia/21TOSU0122/2021	21TOSU0122	NA		N1	classicalSwine	N1.C.3.1
A/swine/Indiana/A02248189/2021	A02248189	NA		N1	classicalSwine	N1.C.3.1
A/swine/Georgia/21TOSU0351/2021	21TOSU0351	NA		N1	classicalSwine	N1.C.3.1
A/swine/Illinois/A02525069/2021	A02525069	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02635924/2021	A02635924	NA		N1	classicalSwine	N1.C.3.1
A/swine/Iowa/A02636298/2021	A02636298	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02248024/2021	A02248024	NA		N1	classicalSwine	N1.C.3.1
A/swine/Iowa/A02711703/2022	A02711703	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02248068/2021	A02248068	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02248070/2021	A02248070	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02246458/2021	A02246458	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02248059/2021	A02248059	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02248063/2021	A02248063	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02248071/2021	A02248071	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02246844/2021	A02246844	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02245890/2021	A02245890	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02248054/2021	A02248054	NA		N1	classicalSwine	N1.C.3.1
A/swine/Iowa/A02525085/2021	A02525085	NA		N1	classicalSwine	N1.C.3.1
A/swine/Iowa/A02525187/2021	A02525187	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02636007/2021	A02636007	NA		N1	classicalSwine	N1.C.3.1
A/swine/Iowa/A02636677/2022	A02636677	NA		N1	classicalSwine	N1.C.3.1
A/swine/Iowa/A02636478/2022	A02636478	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02636645/2022	A02636645	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02711798/2022	A02711798	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02711831/2022	A02711831	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02711832/2022	A02711832	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02246986/2021	A02246986	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02710694/2021	A02710694	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02750883/2022	A02750883	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02246917/2022	A02246917	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02248206/2021	A02248206	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02248196/2021	A02248196	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02246980/2021	A02246980	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02711856/2022	A02711856	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02246990/2021	A02246990	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02525292/2021	A02525292	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02525293/2021	A02525293	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02525342/2021	A02525342	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02525324/2021	A02525324	NA		N1	classicalSwine	N1.C.3.1
A/swine/Minnesota/A02525070/2021	A02525070	NA		N1	classicalSwine	N1.C.3.1
A/swine/Iowa/A02525056/2021	A02525056	NA		N1	classicalSwine	N1.C.3.1
A/swine/Iowa/A02635762/2021	A02635762	NA		N1	classicalSwine	N1.C.3.1
