"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2015","FIRST OF MAR","","STATE","TEXAS","48","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","920,000",""
"SURVEY","2015","FIRST OF MAR","","STATE","TEXAS","48","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","100,000",""
"SURVEY","2015","FIRST OF MAR","","STATE","UTAH","49","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","670,000",""
"SURVEY","2015","FIRST OF MAR","","STATE","UTAH","49","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","75,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","COLORADO","08","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","760,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","COLORADO","08","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","145,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","ILLINOIS","17","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","4,800,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","ILLINOIS","17","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","500,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","INDIANA","18","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","3,850,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","INDIANA","18","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","280,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","IOWA","19","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","21,600,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","IOWA","19","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","1,000,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","KANSAS","20","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","1,960,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","KANSAS","20","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","180,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","MICHIGAN","26","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","1,110,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","MICHIGAN","26","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","110,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","MINNESOTA","27","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","7,950,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","MINNESOTA","27","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","560,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","MISSOURI","29","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","3,100,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","MISSOURI","29","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","400,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","NEBRASKA","31","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","3,250,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","NEBRASKA","31","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","410,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","8,800,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","880,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","OHIO","39","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","2,320,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","OHIO","39","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","185,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","OKLAHOMA","40","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","2,240,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","OKLAHOMA","40","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","470,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","OTHER STATES","","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","3,295,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","OTHER STATES","","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","416,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","1,190,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","100,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","1,340,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","170,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","TEXAS","48","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","870,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","TEXAS","48","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","105,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","UTAH","49","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","750,000",""
"SURVEY","2015","FIRST OF SEP","","STATE","UTAH","49","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","75,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","ALABAMA","01","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","110,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","ALABAMA","01","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","13,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","ALASKA","02","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","1,200",""
"SURVEY","2014","FIRST OF DEC","","STATE","ALASKA","02","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","300",""
"SURVEY","2014","FIRST OF DEC","","STATE","ARIZONA","04","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","139,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","ARIZONA","04","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","19,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","ARKANSAS","05","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","115,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","ARKANSAS","05","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","57,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","CALIFORNIA","06","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","110,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","CALIFORNIA","06","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","6,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","COLORADO","08","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","700,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","COLORADO","08","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","150,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","CONNECTICUT","09","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","2,600",""
"SURVEY","2014","FIRST OF DEC","","STATE","CONNECTICUT","09","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","700",""
"SURVEY","2014","FIRST OF DEC","","STATE","DELAWARE","10","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","4,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","DELAWARE","10","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","1,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","FLORIDA","12","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","17,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","FLORIDA","12","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","4,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","155,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","GEORGIA","13","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","25,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","HAWAII","15","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","9,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","HAWAII","15","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","2,500",""
"SURVEY","2014","FIRST OF DEC","","STATE","IDAHO","16","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF DEC","","STATE","IDAHO","16","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF DEC","","STATE","ILLINOIS","17","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","4,700,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","ILLINOIS","17","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","500,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","INDIANA","18","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","3,700,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","INDIANA","18","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","290,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","IOWA","19","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","21,300,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","IOWA","19","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","1,010,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","KANSAS","20","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","1,830,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","KANSAS","20","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","180,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","KENTUCKY","21","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","340,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","KENTUCKY","21","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","35,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","LOUISIANA","22","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","8,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","LOUISIANA","22","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","2,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","MAINE","23","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","4,500",""
"SURVEY","2014","FIRST OF DEC","","STATE","MAINE","23","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","1,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","MARYLAND","24","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","21,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","MARYLAND","24","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","3,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","9,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","2,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","MICHIGAN","26","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","1,160,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","MICHIGAN","26","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","110,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","MINNESOTA","27","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","8,100,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","MINNESOTA","27","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","560,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","575,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","46,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","MISSOURI","29","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","2,850,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","MISSOURI","29","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","400,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","MONTANA","30","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","176,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","MONTANA","30","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","24,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","NEBRASKA","31","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","3,200,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","NEBRASKA","31","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","400,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","NEVADA","32","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","2,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","NEVADA","32","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","500",""
"SURVEY","2014","FIRST OF DEC","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","3,600",""
"SURVEY","2014","FIRST OF DEC","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","800",""
"SURVEY","2014","FIRST OF DEC","","STATE","NEW JERSEY","34","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","8,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","NEW JERSEY","34","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","1,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","NEW MEXICO","35","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","1,300",""
"SURVEY","2014","FIRST OF DEC","","STATE","NEW MEXICO","35","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","500",""
"SURVEY","2014","FIRST OF DEC","","STATE","NEW YORK","36","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","70,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","NEW YORK","36","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","9,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","8,800,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","880,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","140,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","34,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","OHIO","39","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","2,130,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","OHIO","39","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","170,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","OKLAHOMA","40","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","2,110,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","OKLAHOMA","40","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","440,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","OREGON","41","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","9,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","OREGON","41","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","2,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","OTHER STATES","","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","59,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","OTHER STATES","","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","414,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","1,140,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","100,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","RHODE ISLAND","44","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","1,600",""
"SURVEY","2014","FIRST OF DEC","","STATE","RHODE ISLAND","44","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","500",""
"SURVEY","2014","FIRST OF DEC","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","255,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","13,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","1,260,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","160,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","210,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","20,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","TEXAS","48","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","810,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","TEXAS","48","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","100,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","UTAH","49","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","600,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","UTAH","49","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","75,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","VERMONT","50","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","3,500",""
"SURVEY","2014","FIRST OF DEC","","STATE","VERMONT","50","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","1,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","VIRGINIA","51","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","280,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","VIRGINIA","51","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","5,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","WASHINGTON","53","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF DEC","","STATE","WASHINGTON","53","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF DEC","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","4,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","1,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","WISCONSIN","55","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","310,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","WISCONSIN","55","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","41,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","WYOMING","56","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","83,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","WYOMING","56","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","32,000",""
"SURVEY","2014","FIRST OF JUN","","STATE","COLORADO","08","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","690,000",""
"SURVEY","2014","FIRST OF JUN","","STATE","COLORADO","08","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","160,000",""
"SURVEY","2014","FIRST OF JUN","","STATE","ILLINOIS","17","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","4,300,000",""
"SURVEY","2014","FIRST OF JUN","","STATE","ILLINOIS","17","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","490,000",""
"SURVEY","2014","FIRST OF JUN","","STATE","INDIANA","18","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","3,500,000",""
"SURVEY","2014","FIRST OF JUN","","STATE","INDIANA","18","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","270,000",""
"SURVEY","2014","FIRST OF JUN","","STATE","IOWA","19","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","19,100,000",""
"SURVEY","2014","FIRST OF JUN","","STATE","IOWA","19","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","1,000,000",""
"SURVEY","2014","FIRST OF JUN","","STATE","KANSAS","20","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","1,640,000",""
"SURVEY","2014","FIRST OF JUN","","STATE","KANSAS","20","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","170,000",""
"SURVEY","2014","FIRST OF JUN","","STATE","MICHIGAN","26","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","990,000",""
"SURVEY","2014","FIRST OF JUN","","STATE","MICHIGAN","26","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","110,000",""
"SURVEY","2014","FIRST OF JUN","","STATE","MINNESOTA","27","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","7,650,000",""
"SURVEY","2014","FIRST OF JUN","","STATE","MINNESOTA","27","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","570,000",""
"SURVEY","2014","FIRST OF JUN","","STATE","MISSOURI","29","","","","","","","00000000","","HOGS","HOGS - INVENTORY","TOTAL","NOT SPECIFIED","2,450,000",""
"SURVEY","2014","FIRST OF JUN","","STATE","MISSOURI","29","","","","","","","00000000","","HOGS","HOGS, BREEDING - INVENTORY","TOTAL","NOT SPECIFIED","380,000",""
